fid	X2000	Y2000	v_m	ALD_m	Exx	Eyy	Yxy
380	5574530,9	5716657,9	11,1	27	0,0089	-0,03743	0,01336
381	5566613,9	5716195,2	5,6	-7,6	-0,02091	0,03385	-0,00207
382	5573951,1	5719092,2	5,8	17,5	0,01517	0,06433	0,02619
383	5573124,9	5715632,5	5,3	-3,1	0,01725	0,01894	0,00135
384	5570213,4	5715108,3	2,4	-6,3	0,02727	-0,05533	-0,0554
385	5567969,8	5718062,5	-239,7	33,9	-0,61743	-0,31933	-0,27043
386	5570252,7	5720317,2	10	18,5	0,03822	0,02925	0,02195
387	5569896,4	5716921,7	-39,7	-53,5	-0,03007	0,01775	0,01059
388	5571737,1	5714986,2	4,9	24,1	0,01358	0,10047	0,06364
389	5573149	5715483,7	11,5	-3,6	-0,00872	0,02481	-0,00473
390	5567454,2	5715340	30,9	21	0,00328	-0,05137	0,02746
391	5568266,3	5717123,3	-46,5	-30,9	-0,03822	0,18252	-0,11701
392	5570852,9	5714959,3	7,2	-1,3	0,00778	0,04696	0,01872
393	5566949,7	5719234,6	13,9	5,6	-0,02925	-0,00142	-0,03014
394	5571042,7	5715557,3	9	15,8	-0,0263	0,04436	-0,03142
395	5568434,9	5716818,1	-10,8	-23,8	0,002	0,01389	-0,03815
396	5566381	5719921,9	19,8	24,1	0,01927	0,04643	0,0432
397	5569944,5	5715514	-18,2	-37,6	0,12735	-0,01273	0,0066
398	5569645,5	5715333,3	-40	-58,2	0,10419	-0,00942	-0,09922
399	5566383,6	5719263,7	-27,3	-11,1	0,00559	-0,06509	-0,00477
400	5567753,1	5717356,9	-53,4	23,9	-0,03336	0,0741	0,33798
401	5573687,2	5718935,3	-4,4	-1,1	-0,02065	-0,01939	-0,05211
402	5573924,2	5716246	28,2	35,2	0,04275	0,18544	0,05325
403	5566939,4	5718007,6	0,8	-0,2	0,00093	0,00243	-0,03307
404	5566804,3	5716375,3	4,4	-7,6	0,01609	-0,06422	0,02137
405	5570867	5718707,7	-8,2	8,4	0,03004	-0,02887	0,03253
406	5573404,8	5716993,3	29,9	44	0,01012	-0,00352	0,01922
407	5573672,8	5720279,2	-9,3	24,6	-0,01466	0,0011	0,02029
408	5568387,5	5717233,2	-36	-61,3	0,04237	0,16076	-0,09774
409	5568478,2	5715754,8	19	42,5	0,02219	0,01822	0,04861
410	5569385,4	5716827,2	4,4	-15,6	-0,08968	0,16986	0,04459
411	5573806	5720478,5	10,8	3,3	-0,01256	0,04993	0,03593
412	5574628,1	5716469,2	-2,6	2,7	-0,01728	0,00802	0,00076
413	5572773,5	5718143,4	-28,7	-15,6	0,09167	-0,0004	-0,08087
414	5571236,9	5715965,6	5,2	14,8	0,06795	0,03308	0,05418
415	5568751,5	5720062,5	2,9	13,9	-0,01416	0,0673	0,0288
418	5568586,4	5715048,7	13,1	29,6	0,02201	0,08044	0,08525
420	5568870,7	5716518	7,8	6,1	-0,01568	0,05032	-0,07433
421	5571253	5717688,7	-3,8	25,9	-0,00326	0,07629	0,05662
422	5574682,9	5717958,4	-17,1	8,6	-0,04006	0,06157	-0,01946
423	5567510,2	5716374,7	-8	-3,6	0,00039	-0,02513	-0,00519
424	5568257,6	5717523,9	-186,6	-105	-0,15182	-0,13198	-0,43539
425	5574027,8	5719575,1	-0,8	7,1	-0,02007	-0,03724	0,03077
426	5569823,8	5719600,3	-102,4	-79,9	0,00251	-0,21176	-0,01199
427	5568526,1	5718815,5	-17	7,9	-0,00189	-0,00982	0,03189
428	5571686,4	5715009,2	2,3	7,8	0,00884	0,07825	0,06202
429	5570046,7	5718995,5	-48,1	-48,8	0,04886	0,02862	-0,12305
430	5566947,1	5716254,1	-5,7	20,3	0,01075	0,07624	0,00266
431	5570501,4	5716136,5	4,5	-3,3	0,00598	-0,00727	-0,04321
432	5566192,2	5715102,6	13,3	12,1	0,01446	0,02171	0,03642
433	5568242,8	5720137,5	-35	-20,5	-0,01015	0,01937	-0,01935
434	5572450,8	5718581,3	-116,2	-85,6	0,06148	-0,21541	0,07024
435	5568098,5	5716184,8	8,1	-7	0,01291	-0,01752	-0,04828
436	5571809,4	5718090,6	-57,7	47,4	0,03962	0,10891	0,19987
437	5571853,3	5720466,5	-19,9	-11,9	-0,00323	0,01116	0,01974
438	5573709,2	5719802,2	26	20,7	-0,00347	0,01161	-0,04781
439	5567972,1	5715473,6	3,7	1,6	-0,03671	-0,03364	-0,00597
440	5570951,7	5718507,2	39,9	55,4	0,05325	0,05328	0,01806
441	5570301,9	5718048	11,1	36,5	0,00474	-0,00113	0,00929
442	5572219,8	5718845	-126,9	-22,1	-0,17787	-0,01645	-0,06259
443	5573791,2	5719423,1	-2,3	10	-0,00632	-0,06261	0,02883
444	5570729,5	5715007,5	3,7	-7,3	0,00414	0,05526	-0,00361
445	5566635,3	5719958,2	6,4	2,6	-0,00434	0,02397	-0,01215
446	5571183	5715510,4	3,9	-16	-0,01983	-0,0107	-0,06045
447	5572285,5	5719350,2	-7,8	-2,6	-0,05755	0,10775	0,10409
448	5568920,8	5719930,2	-0,1	32	0,0209	0,02307	0,00263
449	5568803,7	5716279,8	6,5	22,8	-0,00903	0,11434	0,01118
450	5570556	5715988,1	-2,4	-6,6	0,00901	-0,03444	-6,67E-02
451	5571243,7	5717828,8	14,7	50,7	0,02034	0,11857	0,02247
452	5573871	5719633,3	-21,3	7,1	-0,01613	-0,03674	-0,04425
453	5573913,2	5716380,2	4,1	13,8	0,03346	0,09899	0,05915
454	5567114,9	5715034,5	-8,8	-10,5	-0,00525	-0,03914	-0,0694
455	5567492,6	5715344,9	9	4,6	0,00085	-0,04846	0,02943
456	5571813,9	5714990,2	-10	6,5	-0,00399	0,10784	0,07723
457	5568852,7	5716239,5	0,4	6,4	-0,03049	0,1024	-0,00281
458	5573486,5	5718152,9	-0,2	46,2	0,04339	-0,04164	0,0644
459	5567564,9	5717248,3	-18,1	27,5	0,00587	0,01788	0,07294
460	5572141,5	5719551,9	-10,6	17	-0,03802	0,07622	0,10005
461	5568468,8	5719860,8	-2,2	13,7	0,06525	-0,01833	-0,09756
462	5573782,1	5717747,4	42,5	35,7	-0,04065	0,09949	0,04498
463	5570275,4	5716269,2	21,2	25,2	0,02357	-0,01817	-0,03706
464	5571589,8	5718285,1	-50,1	85,8	0,07266	-0,07997	0,16781
465	5569631,9	5715759,7	-77	-81,6	0,16925	-0,11961	0,04214
466	5566876,3	5716921,2	3,6	6,8	-0,03333	-0,01676	-0,01935
467	5566720,8	5717259	1,5	-39,3	-0,01239	0,07132	-0,03194
468	5569936,7	5718555,5	-13	-13,9	0,0289	0,01473	0,00494
469	5568088,1	5718342,7	-145,9	-10,8	-0,36807	0,07576	-0,03288
470	5571872	5720304,4	-0,7	-2,5	-0,00594	0,01678	-0,01231
471	5569635	5719723,9	-141,6	-39,3	-0,12775	-0,17477	-0,0001
472	5568442,2	5719090,9	-17	-16,6	-0,03606	-0,01526	-0,04969
473	5568508,3	5718644,9	-44,6	-26,1	0,04307	0,13552	0,0766
474	5568492,5	5718662,3	-31,9	-18,5	0,05069	0,13987	0,07212
475	5572748,3	5718759,2	-4,2	-17,4	0,1423	0,05112	0,10548
476	5571236,8	5719365	4,6	42,7	-0,0155	-0,08618	-0,04604
477	5572573,5	5716698,3	-21,5	-30,9	0,06547	-0,0733	-0,05975
478	5569685,1	5720296,8	-14,3	0,8	0,02239	0,18843	0,01902
479	5570304,1	5719367,3	-11,1	-30,7	0,08799	-0,16864	-0,07569
480	5574707,4	5719259,5	10,1	2,5	-0,00456	-0,06269	-0,00734
481	5569481,2	5715061,7	-52	-38,2	-0,02943	0,0155	-0,20826
482	5568739,1	5716327,7	26,2	23,5	0,00792	0,10273	0,00473
483	5569024,6	5715863,9	-128,2	24	-0,27943	-0,23304	-0,13216
484	5570684,5	5717138,5	-8,6	-24	0,05933	-0,01654	-0,01382
485	5569965,5	5716400,1	-35,5	-15,2	0,0328	-0,11207	-0,01906
486	5567941,8	5715309,6	4,3	5,2	-0,0028	0,02412	0,01178
487	5567912,4	5714759,3	3,3	-3	-0,0088	0,02792	0,00397
488	5571732,5	5719543,3	-11,5	-14,2	-0,04663	0,02386	-0,0372
489	5572585	5719294,8	1,9	3	0,03924	0,01311	-0,0245
490	5573400,8	5717104,5	23,6	17,7	0,01861	0,07442	-0,00043
491	5566843,8	5719366,7	-4,9	17,5	-0,01018	-0,04751	0,00775
492	5567663,3	5717859,5	-56,6	71,1	0,11902	-0,06702	0,39649
493	5571826,2	5719605,3	-10	10	-0,00425	0,10666	-0,00525
494	5572266	5719043,7	-50,7	-7,1	-0,01881	0,11976	0,15892
495	5573676,4	5717260,7	14,1	-0,5	-0,03678	0,00779	0,00182
496	5573245,8	5715650,6	24,1	26,6	0,01988	0,04579	0,00872
497	5567181	5715110,1	-4,3	-15	0,01729	-0,00918	-0,0482
498	5572932	5717385,5	16,1	-1	0,03042	0,01098	0,04401
499	5569027,1	5719438,9	-66,1	50,9	-0,0668	-0,07845	0,08225
500	5572541	5718338,8	-81	-65,7	0,06841	-0,27987	-0,12616
501	5568297,8	5717588,3	-202,8	-138,8	-0,08362	-0,18744	-0,37476
502	5568865,1	5714810,3	1,2	-4,3	0,02629	-0,04862	0,02052
503	5570384,1	5718836,8	-12,8	-19,5	0,04949	-0,08901	-0,08085
504	5568384,5	5716957,3	-14,8	-4,1	0,00216	0,0229	-0,07432
505	5568365,9	5718604,5	-32,4	-0,2	0,00913	0,17548	0,17408
506	5573649,8	5717462,5	16,9	19,5	-0,04406	-0,00632	-0,016
507	5573931,1	5716950,9	17,7	16,6	-0,0253	0,02372	0,03486
508	5569414,4	5718463,9	-52	-16,9	0,01874	0,00457	-0,05364
509	5573123,8	5720317,9	0,2	2,5	0,01363	0,02848	0,0211
510	5568802,9	5716198,7	3,8	19,5	-0,01334	0,08553	-0,00506
511	5568883,2	5720013,7	-20,9	15,6	0,02666	0,00068	-0,00157
512	5574022,4	5714893,4	-0,4	16,4	0,03404	0,1033	-0,04419
513	5572354,6	5715865,9	-21,5	-3,4	-0,0455	0,1117	-0,00192
514	5567916,9	5716017,8	3,4	6,4	0,00909	-0,00557	0,03455
515	5567868,4	5718279,7	-82,6	3,4	-0,32194	-0,02434	-0,24893
516	5574670,2	5718297,1	2,6	20,7	-0,04486	-0,03456	-0,0153
517	5571534,2	5715527,7	-15,9	18,6	0,01862	-0,07959	0,00617
518	5570464,4	5716719,6	6,5	6,8	0,02024	0,03506	-0,02616
519	5570576,9	5715090,4	4,7	2,7	0,02395	0,00798	0,0128
520	5572299	5714752,4	-11,3	-2,9	0,0091	0,0944	0,00508
521	5570091,4	5716257,1	-20,5	-20,1	0,04395	-0,06711	-0,07376
522	5574291,3	5718402,3	2,3	6,4	-0,00723	-0,13834	0,00479
523	5571295,3	5714951,5	-1,6	1,9	0,01141	0,02834	0,01569
524	5569402	5715251,2	-82	-41,8	-0,14307	0,05159	-0,23432
525	5574561,5	5716416	15,3	12	-0,01125	0,00695	-0,00467
526	5566948,7	5716151,6	13,4	5,2	0,00678	0,09145	0,01267
527	5573778,3	5715210,9	0,3	2,7	0,02482	0,05419	-0,02505
528	5570944,7	5718225,7	18,3	30,9	0,0569	-0,01995	-0,06676
529	5569322,7	5715050,4	-46,2	-29,1	-0,0891	0,13227	0,00848
530	5566576,7	5716204,4	14,5	-2,7	-0,00773	0,02077	0,01161
531	5572303,7	5716145,6	-58,1	-62,6	-0,02739	0,01059	-0,0534
532	5567913,6	5716049,4	0	5,4	0,01093	-0,02921	0,0244
533	5574593	5719636,2	-5,3	3,2	-0,00589	-0,00192	-0,03412
534	5569718,7	5715668,8	-71,8	-99,2	0,18336	-0,12399	0,02031
535	5570415,9	5714821	11,2	8	-0,00941	0,03009	-0,05765
536	5572643,3	5717207,3	-41	-34,7	0,04561	-0,02353	-0,01179
537	5571027,2	5720111,5	1,2	24,9	-0,0054	-0,06401	-0,03221
538	5569497,5	5717563,9	-0,8	-12,9	0,03393	0,0238	-0,05595
539	5573241,8	5718193,1	-8,6	-3,7	0,06731	-0,00638	-0,06553
540	5574375,9	5718185,8	11,1	12,3	0,05178	0,06666	0,01177
541	5573300,8	5720093,8	-5,3	6,4	0,01431	-0,00032	0,02444
542	5570210,4	5718333,1	5,1	9,4	0,02194	0,08006	-0,01682
543	5573481,2	5714992,3	-3,4	6,1	0,01332	0,02655	-0,0236
544	5570879,4	5719079,5	43,3	53	0,05809	-0,10081	-0,04627
545	5571892,1	5716463,4	-69,4	28,1	-0,11996	0,00251	-0,09611
546	5566461,3	5716413,9	19	1,2	0,00419	-0,01252	0,03472
547	5570185,3	5715423,7	6,9	-21,6	0,05011	0,00478	-0,0248
548	5568099,5	5715158,4	0,7	5	-0,01012	-0,02949	-0,05165
549	5573284	5715271,5	5,2	-20,1	-0,00183	-0,0166	-0,00598
550	5569364,9	5715589	-175,2	-92	-0,17031	-0,23237	-0,20351
551	5574241,9	5715663,4	-27,8	8,4	-0,01069	-0,05694	-0,02361
552	5568504,6	5717185,1	-17,1	-25,4	0,03573	0,12887	-0,04083
553	5569104,1	5719108,6	-74,3	10,5	-0,0009	-0,03528	0,20199
555	5573954,5	5719365,6	-11,2	0,1	-0,02426	-0,10906	0,02149
556	5568252,4	5716725,7	-10,3	2,3	-0,00076	0,0767	0,02922
557	5571038,1	5719344,4	14,8	61,7	0,04931	0,03469	0,0642
558	5570920,1	5715888,5	10,6	-2	0,02674	-0,00084	0,00212
559	5568847,8	5715987,9	-62,9	21,2	-0,0749	-0,08132	-0,01561
560	5566714	5716471,5	9,5	-9,3	-0,01302	-0,04873	0,00167
562	5568670,4	5719520,4	-9,4	18,8	0,02405	0,00669	0,01843
563	5571482	5718945,3	-9,7	39,4	0,03104	0,12575	-0,01838
564	5567510,4	5718973,8	7,4	7,5	0,01926	0,02285	-0,00657
565	5566602,4	5718432,1	1,4	1,8	0,0132	-0,04786	-0,04243
566	5570448,1	5715213,2	10,3	-10,9	0,05091	0,037	0,06098
567	5566977,2	5715302,9	12,8	13,2	-0,0081	0,02456	0,04794
568	5570378,4	5714772,7	6,7	6,7	-0,01232	0,08294	-0,03651
569	5571731,4	5715536,4	-33,5	-2,5	-0,00519	-0,02815	-0,01164
570	5569211,7	5720121,6	-10,4	23,6	-0,07624	0,03594	-0,06229
571	5571456,6	5718902,5	-14,1	31,3	0,05339	0,14219	-0,0014
572	5574610,4	5715187	-50,8	12,3	0,04087	0,01455	-0,07143
573	5568019,6	5717691,8	-289,7	-28,3	-0,51898	-0,54731	-0,33671
574	5568426,4	5717227,2	-25,9	-27	0,05256	0,13994	-0,08568
575	5566585,7	5718597,2	14,3	10,1	0,0293	-0,06339	-0,02797
576	5567493,2	5718703,8	-13,2	-25	0,00485	-0,00548	-0,07369
577	5567779,9	5720382,8	-3,7	19,7	-0,00807	0,02189	0,03047
578	5569716,9	5716341,3	-21,5	-29,6	0,02966	-0,1697	0,05418
579	5567041,1	5717158,8	9,3	1,9	-0,00652	0,02859	-0,02733
580	5572984,9	5715191	-11,7	4,4	0,01378	-0,0659	-0,00309
581	5570449,6	5716813	5,4	5,6	0,03321	-0,01468	-0,00084
582	5568569,6	5716930,5	-15,2	-21,9	0,00727	-0,00502	-0,04883
583	5568976,6	5716727,6	-13,2	-8,6	0,04479	0,08103	-0,09818
584	5571967,9	5718812,8	-121,5	61,7	-0,31078	-0,09478	-0,16058
585	5566904,1	5717304,2	8,7	-3,3	0,00108	0,02592	0,00838
586	5572226,2	5717997	-61,6	4,2	-0,15428	0,27197	-0,06936
587	5568413,8	5720512,3	-8	-1,5	-0,00345	0,04568	-0,04009
588	5574510,3	5716196,8	8,1	19,8	-0,00503	0,03815	-0,00355
589	5567761,9	5715828,6	13,2	2	0,01086	0,08603	-0,00674
590	5569790,5	5719602,8	-119,6	-65,2	0,00643	-0,23052	-0,00779
591	5567644,1	5718421,9	-10,1	27,3	-0,02754	0,11508	-0,079
592	5573483,3	5720503,5	-25	-11,2	0,00379	-0,01889	-0,03508
593	5570368	5718490	-13,1	0,1	0,02575	0,06154	-0,01293
594	5572369,1	5718335,9	-151,4	-69,8	-0,12645	-0,4437	-0,15965
595	5569124,6	5718227,7	-19,5	-51,2	0,02965	-0,05925	0,03847
596	5571615	5719846,4	16,6	19,1	-0,03337	0,01514	0,00028
598	5567094,8	5718834,2	7,5	6,9	0,01723	0,05991	0,01049
599	5573433,9	5716218,5	1,7	-9,9	-0,018	0,00845	-0,08835
600	5573503,9	5719793,9	-5,7	-1,1	0,0134	0,00078	-0,00105
601	5568019,6	5716775,2	-37,3	-35	-0,0472	0,0378	-0,06984
602	5570035,7	5720276,8	-6,8	-8,1	0,03451	0,03501	0,0145
603	5571962,1	5719749	-5,8	8,3	0,00019	0,09137	0,00475
604	5573142,6	5716320,2	-8,4	-17,9	0,02464	-0,05783	-0,00743
605	5571801,3	5718939,2	-32,3	115,3	-0,15977	0,02314	-0,07027
606	5571289,7	5720374,3	-11,8	13,1	-0,02	-0,01582	0,00447
607	5568784,9	5715481,4	-33	33,3	-0,04204	-0,06237	0,2019
608	5571916,1	5718419,2	-199,9	74,9	-0,15531	-0,42217	0,05185
609	5572049	5720025,1	-0,7	-5	-0,01707	-0,055	0,0154
610	5570188,7	5714935,7	16,4	20,4	0,03413	-0,09004	-0,0216
612	5573670,5	5716549,4	3,1	-9,3	0,05571	0,02447	0,03046
613	5570075	5717021,5	42,2	24	0,01275	0,04366	0,04197
614	5566580,8	5717042,8	10,3	4,3	0,00628	-0,02033	-0,01595
615	5568472,9	5717408,8	-86,5	-92,5	0,0465	-0,08673	-0,18482
616	5568868,9	5716339,3	3,2	-5,2	-0,02227	0,09274	-0,00662
617	5566495,2	5717950,4	27,7	26,4	-0,00481	-0,0298	-0,01322
618	5572839,7	5714868	-3	8,8	0,01709	0,04232	0,04402
619	5572806,4	5716080,4	0,3	3,4	0,06713	0,01531	0,02441
620	5570832,3	5719967,2	29,9	24,1	0,00545	0,06952	0,01538
621	5568711,4	5716270,3	-9,2	-25,2	0,00588	0,09274	-0,01983
622	5573903,1	5717093,8	7,5	8,8	0,01351	-0,06011	0,03906
623	5571318,1	5715078,5	-3,1	-2,4	0,01537	0,02257	-0,00575
624	5573109,4	5719824,5	11	35,8	-0,03486	0,00072	0,00991
625	5570019,6	5715529	-10,4	-35,8	0,10062	-0,0122	0,00042
626	5567589	5717927,7	-19,5	76,9	0,19287	0,03606	0,31948
627	5568482,5	5714719,4	1,9	-9,2	-0,01481	0,03527	0,04571
628	5572928,1	5715762,5	10,1	21,3	0,04066	0,03215	0,03456
629	5574217,1	5717625,3	36,2	-5,1	0,00594	0,05847	-0,02223
630	5570219,5	5719014,2	4,8	-9,4	0,03035	0,06862	-0,08968
631	5568171,7	5718468,6	-103,1	-26,5	-0,18895	0,2116	0,05047
633	5574261,8	5718550,5	2,4	19,9	-0,02306	-0,04923	-0,01479
634	5572129,7	5718702,6	-185,5	11,9	-0,36942	-0,1409	-0,21881
635	5574421,4	5720289,5	1,1	-5,2	0,02433	0,09133	0,07285
636	5566694,2	5716196,2	9,4	-6,5	-0,04024	0,05287	-0,02187
637	5570689,5	5717627,1	-5,2	0,1	0,02872	0,02682	-0,02588
638	5569600,5	5715910,2	-77,8	-82,3	0,16703	-0,02646	0,13016
639	5568662,6	5716401,6	-7,7	-26,9	0,04547	0,04136	0,00231
640	5574255,8	5716328,1	13,5	2	-0,02958	0,06033	-0,04341
641	5567525,6	5719488,7	15,2	7,3	0,01222	0,00723	0,01772
642	5572305,4	5715327,7	-47,4	-10,6	-0,0704	-0,18175	-0,07585
643	5566199,2	5716486,2	17,1	-2,7	0,00907	0,0161	0,00045
644	5568937,3	5715362	-75,8	8,9	-0,07429	-0,03424	2,29E-01
645	5567728,5	5716330,3	-8,5	3,6	0,04089	0,00683	0,00169
646	5567567,5	5716773,1	-25,4	4	0,02019	0,1108	0,10632
647	5570687,7	5719013,3	-12,4	12,3	0,05612	-0,06004	0,00165
648	5573777,8	5714899,4	-10,8	22,5	-0,03383	0,01379	-0,06652
649	5569775,3	5719600,9	-122,2	-62,3	0,00351	-0,23421	-0,00546
650	5572852,7	5715001,7	1,7	22,1	0,02434	-0,0547	0,05382
651	5573277,8	5718514	-7,8	-17,4	0,03792	0,01045	-0,06597
652	5574591,6	5716419	4,6	5,5	-0,00943	0,00687	-0,00743
653	5567164,9	5716637,5	-4	0	0,00771	0,00794	-0,00724
654	5570734	5716423,9	0,7	-5,7	0,02302	0,04186	-0,01161
655	5574301,7	5718197,9	22,2	-1,8	0,04297	0,04773	0,01085
656	5571683,1	5719955,2	2,4	16,5	-0,02446	-0,07999	-0,01629
657	5570129	5718678,1	-0,8	-12,2	0,03301	-0,01762	-0,02272
658	5569984,6	5719982,4	-16,8	-38,7	0,10826	0,10222	0,13726
659	5573411	5718734,8	13,6	27,1	0,09918	-0,01418	0,06335
660	5574484,4	5716631,7	-2,4	37,9	-0,00349	-0,04341	0,01243
661	5570813,9	5719282,5	15,1	31,9	0,05651	0,06895	-0,03652
662	5573740,1	5715200,8	6,9	20	-0,00165	0,05732	-0,01379
663	5572795,7	5719410,8	13,4	13,3	0,07915	0,07929	0,06702
664	5568557,6	5715781,6	-3,8	16,3	0,02667	0,02861	0,06884
665	5568057,7	5720272,1	14,4	8,7	-0,01856	-0,03012	0,01242
666	5570155,4	5718391,7	4,9	5,1	0,03111	0,06753	-0,01276
667	5573715,6	5715011	2,3	36,3	-0,0202	0,01542	-0,03724
668	5571151,4	5715202,7	10	1,7	0,0209	0,0049	0,00407
669	5569455,7	5719697,3	-151,5	-15,8	-0,24132	-0,22425	-0,07549
670	5574398,9	5716250,4	16,4	19,4	-0,04298	0,0461	-0,03037
671	5569852,4	5714763,4	-12,9	-18,8	0,02471	-0,07982	-0,02427
672	5570160,8	5716677,9	-0,1	-22	0,04693	0,01958	0,048
673	5569670,2	5719461,9	-153,1	-64,1	-0,05288	-0,29087	-0,02493
674	5571170,5	5718894,2	9,2	52,4	0,06267	0,00148	-0,04727
675	5572449,5	5718506,8	-113,3	-65,9	0,00923	-0,33126	-0,00792
676	5568142,4	5716474,6	-13,6	-6,1	-0,01939	0,00174	-0,04713
677	5574000,3	5718984,5	28	14,1	0,00724	0,0579	0,03439
678	5567617,9	5716067,3	-0,6	8,2	0,00755	-0,00618	0,00442
679	5569432,9	5715747	-149,3	-120,4	-0,04019	-0,26725	-0,11044
680	5567339,1	5719274,6	2,8	5,8	0,01126	0,01949	-0,01643
681	5568112,3	5716341,3	-5	-5,3	-0,00466	0,06222	-0,02915
682	5572341,8	5720042	1,1	-4,1	-0,02431	0,02643	0,02816
683	5573265,5	5718994,6	14	3,1	0,03906	0,07318	0,06446
684	5572842,5	5715250,3	13	-3,3	0,04376	0,01058	-0,02818
686	5572212,3	5717875,4	-26,6	10,8	-0,07688	0,22639	-0,00858
687	5573780,5	5719076,3	-3,1	2,8	-0,012	0,01166	-0,00476
688	5566613,6	5718123	7,2	-0,7	0,03226	0,0568	0,11186
689	5573917	5717697,3	10,4	2,5	-0,03552	0,09534	0,0322
690	5569578,6	5717210,4	8,4	7,4	0,02283	-0,05544	-0,07118
691	5567044,5	5716801,4	-1,1	-5,7	-0,01025	-0,02621	-0,02959
692	5572463,7	5714709,8	0,1	13,8	-0,00011	0,08931	-0,0014
693	5568442,5	5715344,9	-2,7	-2,8	0,04284	-0,02955	0,05937
694	5569481,3	5719325,6	-171,3	-39,5	-0,18255	-0,23872	-0,08528
695	5566627,3	5717928,1	3,7	7,8	0,01466	-0,01178	0,0559
696	5567500,5	5717762,3	-23,3	29,4	0,13708	0,10482	0,13827
697	5569529,5	5719025,7	-85,7	-25,1	-0,12156	0,07353	-0,14908
698	5570981,7	5717603,4	-17	21,8	0,06305	0,04813	-0,01588
699	5571687,1	5719541	-45,4	-9,6	-0,03192	0,02396	-0,0346
700	5574631,1	5719164,6	-4,6	9,4	-0,00856	-0,04619	-0,0129
701	5572389,4	5717547,5	-1,4	-6,5	-0,01049	0,11763	0,02994
702	5566582,2	5714910,2	17	4,9	0,00283	0,03728	0,01866
703	5571772,2	5715004,9	-4,6	21,8	0,01677	0,0971	0,06953
704	5572653,9	5719961,2	-4,8	-1,6	0,06391	-0,00622	-0,06894
705	5571163,3	5719513,4	18	31,5	-0,01881	0,05042	-0,09652
706	5571929,6	5717219,4	-33,3	4,1	-0,07298	0,02705	0,05015
707	5572336	5719350,5	7,2	-0,7	-0,04561	0,08062	0,05986
708	5568849,4	5715323,5	-38,9	23	-0,06705	0,00442	1,97E-01
709	5566672,3	5717904,3	18	15,9	0,01925	-0,00033	0,06622
710	5568986,3	5716525,1	7,9	10,4	-0,0328	0,05704	-0,15664
711	5574628,7	5718766	3,6	19,6	0,00894	0,04862	0,03316
712	5570015	5719510,6	-98,1	-94,8	0,0812	-0,24368	-0,03333
713	5567147,2	5716528,4	-16,2	-11,6	0,00497	-0,02954	0,00161
715	5573374,6	5714979,3	3,7	11,4	0,01164	0,02292	-0,02927
716	5571861	5719422	-28,9	18,7	-0,03685	0,02375	-0,06721
717	5572983,8	5717866,7	-11,6	-20	0,03895	-0,0351	0,00724
718	5572011,9	5717553,6	-6,3	-5,3	-0,06598	0,19984	0,04669
719	5567595	5715069,1	-0,3	12,7	-0,03934	0,00631	0,05084
720	5570117,2	5718987,4	-10	-14,5	0,03831	0,04109	-0,11027
721	5568138,6	5716002,1	1,6	5,7	0,01924	-0,0103	-0,05841
722	5570192	5715003,8	-1,7	-4,4	0,0325	-0,12708	-0,02291
723	5570657,1	5716303,4	11	-4,5	0,01283	0,04678	-0,02037
724	5568288,7	5715928	-3,6	15,3	0,02764	0,0629	-0,04831
725	5573190,1	5719879,1	7,6	19,3	-0,03394	0,01703	0,05111
726	5568518,2	5719147,1	-44,4	-22,8	0,00031	-0,02795	-0,04415
727	5566611,4	5719068,6	27,5	15,1	0,0144	0,04812	0,00108
728	5566829,5	5716644,7	-5,6	-8,2	-0,00078	0,00932	0,03481
730	5574057,6	5719871,8	-1,2	6,3	-0,0107	0,08464	-0,0022
731	5566397,8	5717757,7	-1,1	-10,6	-0,01329	-0,03254	-0,05281
732	5572882,7	5718101,3	-20	-26,4	0,064	-0,0003	-0,0163
733	5567824,7	5717005,4	-32,6	3,5	-0,11079	0,04945	-0,02416
734	5568644	5719395,7	-31,2	5,2	0,03893	0,05332	0,06481
735	5570214,7	5715622,8	-21	-36,9	0,04966	-0,04887	-0,04713
736	5569363,3	5715614	-188,3	-106,1	-0,16159	-0,24476	-0,19753
737	5572507,5	5719187,4	-19,2	-6,6	0,03293	0,01173	0,06237
739	5573177,3	5716275,5	6	-5	0,02174	-0,06226	-0,00257
740	5570852,9	5720282	-5,4	9,7	0,0016	-0,12205	-0,03761
741	5567878,4	5719574,2	6,1	-7,9	0,01286	-0,06234	0,02829
742	5571515,5	5716010,9	-11,9	27,4	-0,01935	0,10194	0,05402
743	5573152,7	5719934,4	0,8	-9,3	-0,03004	0,02005	0,03525
744	5566606,5	5718740,5	-5,5	1,5	0,04887	0,00646	0,04943
745	5568290,4	5714679,1	-0,8	-6,2	-0,02967	0,03734	-0,00789
746	5566212,9	5716797,7	16,1	0,3	0,03291	0,0476	0,00328
747	5567843,9	5716550,6	-1,6	19,6	0,01402	-0,01631	0,07061
748	5573791	5715190,3	-4,4	-3,1	0,04634	0,05903	-0,03112
749	5569727,6	5714804,9	7,9	6,1	0,01392	-0,05291	-0,07764
750	5571721,2	5717957,6	-36,8	45,9	0,02748	0,12354	0,11846
751	5567708,6	5718372,5	-30,4	52,6	-0,09129	0,09525	-0,11719
752	5569742,9	5717366,9	3	-24,4	0,03538	0,02443	0,02035
753	5571136,2	5718134,4	15,8	50,8	0,10742	-0,2055	0,04245
